,,Missing,Overall
"monocyte, n (%)",-1.754365668,,18 (0.1)
"monocyte, n (%)",-1.797008582,,16 (0.1)
"monocyte, n (%)",-1.839651496,,18 (0.1)
"monocyte, n (%)",-1.88229441,,20 (0.1)
"monocyte, n (%)",-1.924937324,,500 (3.2)
"monocyte, n (%)",-1.967580238,,17 (0.1)
"monocyte, n (%)",-2.010223152,,11 (0.1)
"monocyte, n (%)",-2.052866066,,16 (0.1)
"monocyte, n (%)",-2.09550898,,10 (0.1)
"monocyte, n (%)",-2.138151894,,15 (0.1)
"monocyte, n (%)",-2.180794807,,12 (0.1)
"monocyte, n (%)",-2.223437721,,12 (0.1)
"monocyte, n (%)",0.0,,7589 (49.0)
"monocyte, n (%)",0.036636718,,12 (0.1)
"monocyte, n (%)",0.079279632,,7 (0.0)
"monocyte, n (%)",0.121922545,,11 (0.1)
"monocyte, n (%)",0.164565459,,12 (0.1)
"monocyte, n (%)",0.207208373,,938 (6.1)
"monocyte, n (%)",0.249851287,,8 (0.1)
"monocyte, n (%)",0.292494201,,17 (0.1)
"monocyte, n (%)",0.335137115,,4 (0.0)
"monocyte, n (%)",0.377780029,,11 (0.1)
"monocyte, n (%)",0.420422943,,10 (0.1)
"monocyte, n (%)",0.463065857,,5 (0.0)
"monocyte, n (%)",0.505708771,,14 (0.1)
"monocyte, n (%)",0.548351685,,7 (0.0)
"monocyte, n (%)",0.590994599,,7 (0.0)
"monocyte, n (%)",0.633637513,,729 (4.7)
"monocyte, n (%)",0.676280427,,10 (0.1)
"monocyte, n (%)",0.718923341,,8 (0.1)
"monocyte, n (%)",0.761566255,,6 (0.0)
"monocyte, n (%)",0.804209169,,8 (0.1)
"monocyte, n (%)",0.846852082,,8 (0.1)
"monocyte, n (%)",0.889494996,,2 (0.0)
"monocyte, n (%)",0.93213791,,5 (0.0)
"monocyte, n (%)",0.974780824,,8 (0.1)
"monocyte, n (%)",1.017423738,,5 (0.0)
"monocyte, n (%)",1.060066652,,485 (3.1)
"monocyte, n (%)",1.102709566,,7 (0.0)
"monocyte, n (%)",1.14535248,,4 (0.0)
"monocyte, n (%)",1.187995394,,9 (0.1)
"monocyte, n (%)",1.230638308,,6 (0.0)
"monocyte, n (%)",1.315924136,,10 (0.1)
"monocyte, n (%)",1.35856705,,6 (0.0)
"monocyte, n (%)",1.401209964,,6 (0.0)
"monocyte, n (%)",1.443852878,,2 (0.0)
"monocyte, n (%)",1.486495792,,326 (2.1)
"monocyte, n (%)",1.529138706,,4 (0.0)
"monocyte, n (%)",1.57178162,,4 (0.0)
"monocyte, n (%)",1.614424533,,1 (0.0)
"monocyte, n (%)",1.657067447,,3 (0.0)
"monocyte, n (%)",1.699710361,,1 (0.0)
"monocyte, n (%)",1.742353275,,2 (0.0)
"monocyte, n (%)",1.784996189,,3 (0.0)
"monocyte, n (%)",1.827639103,,5 (0.0)
"monocyte, n (%)",1.870282017,,2 (0.0)
"monocyte, n (%)",1.912924931,,237 (1.5)
"monocyte, n (%)",1.998210759,,2 (0.0)
"monocyte, n (%)",2.040853673,,2 (0.0)
"monocyte, n (%)",2.083496587,,3 (0.0)
"monocyte, n (%)",2.126139501,,4 (0.0)
"monocyte, n (%)",2.168782415,,2 (0.0)
"monocyte, n (%)",2.211425329,,2 (0.0)
"monocyte, n (%)",2.254068243,,2 (0.0)
"monocyte, n (%)",2.296711157,,3 (0.0)
"monocyte, n (%)",2.33935407,,159 (1.0)
"monocyte, n (%)",2.381996984,,1 (0.0)
"monocyte, n (%)",2.424639898,,3 (0.0)
"monocyte, n (%)",2.467282812,,1 (0.0)
"monocyte, n (%)",2.509925726,,4 (0.0)
"monocyte, n (%)",2.595211554,,1 (0.0)
"monocyte, n (%)",2.637854468,,1 (0.0)
"monocyte, n (%)",2.723140296,,2 (0.0)
"monocyte, n (%)",2.76578321,,107 (0.7)
"monocyte, n (%)",2.808426124,,1 (0.0)
"monocyte, n (%)",2.893711952,,1 (0.0)
"monocyte, n (%)",2.936354866,,2 (0.0)
"monocyte, n (%)",2.97899778,,1 (0.0)
"monocyte, n (%)",3.064283608,,2 (0.0)
"monocyte, n (%)",3.106926521,,1 (0.0)
"monocyte, n (%)",3.149569435,,2 (0.0)
"monocyte, n (%)",3.192212349,,72 (0.5)
"monocyte, n (%)",3.320141091,,2 (0.0)
"monocyte, n (%)",3.405426919,,1 (0.0)
"monocyte, n (%)",3.448069833,,3 (0.0)
"monocyte, n (%)",3.490712747,,2 (0.0)
"monocyte, n (%)",3.533355661,,1 (0.0)
"monocyte, n (%)",3.575998575,,2 (0.0)
"monocyte, n (%)",3.618641489,,51 (0.3)
"monocyte, n (%)",3.746570231,,1 (0.0)
"monocyte, n (%)",3.9597848,,1 (0.0)
"monocyte, n (%)",4.045070628,,34 (0.2)
"monocyte, n (%)",4.130356456,,1 (0.0)
"monocyte, n (%)",4.215642284,,2 (0.0)
"monocyte, n (%)",4.258285198,,2 (0.0)
"monocyte, n (%)",4.300928112,,1 (0.0)
"monocyte, n (%)",4.343571026,,2 (0.0)
"monocyte, n (%)",4.471499768,,10 (0.1)
"monocyte, n (%)",4.599428509,,2 (0.0)
"monocyte, n (%)",4.642071423,,2 (0.0)
"monocyte, n (%)",4.727357251,,2 (0.0)
"monocyte, n (%)",4.770000165,,1 (0.0)
"monocyte, n (%)",4.855285993,,1 (0.0)
"monocyte, n (%)",4.897928907,,9 (0.1)
"monocyte, n (%)",4.983214735,,2 (0.0)
"monocyte, n (%)",5.025857649,,2 (0.0)
"monocyte, n (%)",5.111143477,,1 (0.0)
"monocyte, n (%)",5.153786391,,1 (0.0)
"monocyte, n (%)",5.196429305,,1 (0.0)
"monocyte, n (%)",5.281715133,,1 (0.0)
"monocyte, n (%)",5.324358047,,11 (0.1)
"monocyte, n (%)",5.452286788,,1 (0.0)
"monocyte, n (%)",5.750787186,,5 (0.0)
"monocyte, n (%)",5.7934301,,1 (0.0)
"monocyte, n (%)",5.878715928,,1 (0.0)
"monocyte, n (%)",6.177216325,,2 (0.0)
"monocyte, n (%)",6.262502153,,1 (0.0)
"monocyte, n (%)",6.347787981,,1 (0.0)
"monocyte, n (%)",6.603645465,,1 (0.0)
"monocyte, n (%)",6.859502948,,1 (0.0)
"monocyte, n (%)",7.030074604,,3 (0.0)
"monocyte, n (%)",7.285932088,,1 (0.0)
"monocyte, n (%)",7.456503744,,1 (0.0)
"monocyte, n (%)",7.882932883,,1 (0.0)
"monocyte, n (%)",8.309362023,,1 (0.0)
"monocyte, n (%)",8.565219506,,1 (0.0)
"monocyte, n (%)",8.949005732,,1 (0.0)
"monocyte, n (%)",9.119577387,,1 (0.0)
"monocyte, n (%)",9.162220301,,9 (0.1)
"hemoglobin, n (%)",-0.03736098,,179 (1.2)
"hemoglobin, n (%)",-0.125064104,,189 (1.2)
"hemoglobin, n (%)",-0.212767227,,210 (1.4)
"hemoglobin, n (%)",-0.300470351,,202 (1.3)
"hemoglobin, n (%)",-0.388173474,,184 (1.2)
"hemoglobin, n (%)",-0.475876598,,183 (1.2)
"hemoglobin, n (%)",-0.563579721,,184 (1.2)
"hemoglobin, n (%)",-0.651282845,,195 (1.3)
"hemoglobin, n (%)",-0.738985968,,173 (1.1)
"hemoglobin, n (%)",-0.826689092,,157 (1.0)
"hemoglobin, n (%)",-0.914392215,,163 (1.1)
"hemoglobin, n (%)",-1.002095339,,147 (0.9)
"hemoglobin, n (%)",-1.089798463,,153 (1.0)
"hemoglobin, n (%)",-1.177501586,,151 (1.0)
"hemoglobin, n (%)",-1.26520471,,152 (1.0)
"hemoglobin, n (%)",-1.352907833,,144 (0.9)
"hemoglobin, n (%)",-1.440610957,,137 (0.9)
"hemoglobin, n (%)",-1.52831408,,129 (0.8)
"hemoglobin, n (%)",-1.616017204,,106 (0.7)
"hemoglobin, n (%)",-1.703720327,,110 (0.7)
"hemoglobin, n (%)",-1.791423451,,104 (0.7)
"hemoglobin, n (%)",-1.879126574,,101 (0.7)
"hemoglobin, n (%)",-1.966829698,,88 (0.6)
"hemoglobin, n (%)",-2.054532821,,81 (0.5)
"hemoglobin, n (%)",-2.142235945,,75 (0.5)
"hemoglobin, n (%)",-2.229939068,,61 (0.4)
"hemoglobin, n (%)",-2.317642192,,65 (0.4)
"hemoglobin, n (%)",-2.405345315,,46 (0.3)
"hemoglobin, n (%)",-2.493048439,,41 (0.3)
"hemoglobin, n (%)",-2.580751562,,38 (0.2)
"hemoglobin, n (%)",-2.668454686,,28 (0.2)
"hemoglobin, n (%)",-2.756157809,,29 (0.2)
"hemoglobin, n (%)",-2.843860933,,25 (0.2)
"hemoglobin, n (%)",-2.931564056,,11 (0.1)
"hemoglobin, n (%)",-3.01926718,,23 (0.1)
"hemoglobin, n (%)",-3.106970303,,8 (0.1)
"hemoglobin, n (%)",-3.194673427,,8 (0.1)
"hemoglobin, n (%)",-3.28237655,,5 (0.0)
"hemoglobin, n (%)",-3.370079674,,3 (0.0)
"hemoglobin, n (%)",-3.457782797,,5 (0.0)
"hemoglobin, n (%)",-3.545485921,,4 (0.0)
"hemoglobin, n (%)",-3.551098921,,8 (0.1)
"hemoglobin, n (%)",0.050342143,,199 (1.3)
"hemoglobin, n (%)",0.138045267,,173 (1.1)
"hemoglobin, n (%)",0.22574839,,157 (1.0)
"hemoglobin, n (%)",0.313451514,,195 (1.3)
"hemoglobin, n (%)",0.401154637,,199 (1.3)
"hemoglobin, n (%)",0.488857761,,193 (1.2)
"hemoglobin, n (%)",0.576560884,,175 (1.1)
"hemoglobin, n (%)",0.664264008,,174 (1.1)
"hemoglobin, n (%)",0.751967131,,144 (0.9)
"hemoglobin, n (%)",0.839670255,,174 (1.1)
"hemoglobin, n (%)",0.927373378,,131 (0.8)
"hemoglobin, n (%)",1.015076502,,136 (0.9)
"hemoglobin, n (%)",1.102779625,,135 (0.9)
"hemoglobin, n (%)",1.190482749,,127 (0.8)
"hemoglobin, n (%)",1.25e-15,,7515 (48.5)
"hemoglobin, n (%)",1.278185872,,118 (0.8)
"hemoglobin, n (%)",1.365888996,,114 (0.7)
"hemoglobin, n (%)",1.453592119,,120 (0.8)
"hemoglobin, n (%)",1.541295243,,104 (0.7)
"hemoglobin, n (%)",1.628998366,,99 (0.6)
"hemoglobin, n (%)",1.71670149,,106 (0.7)
"hemoglobin, n (%)",1.804404613,,83 (0.5)
"hemoglobin, n (%)",1.892107737,,77 (0.5)
"hemoglobin, n (%)",1.97981086,,76 (0.5)
"hemoglobin, n (%)",2.067513984,,75 (0.5)
"hemoglobin, n (%)",2.155217108,,57 (0.4)
"hemoglobin, n (%)",2.242920231,,55 (0.4)
"hemoglobin, n (%)",2.330623355,,62 (0.4)
"hemoglobin, n (%)",2.418326478,,50 (0.3)
"hemoglobin, n (%)",2.506029602,,42 (0.3)
"hemoglobin, n (%)",2.593732725,,44 (0.3)
"hemoglobin, n (%)",2.681435849,,34 (0.2)
"hemoglobin, n (%)",2.769138972,,26 (0.2)
"hemoglobin, n (%)",2.856842096,,26 (0.2)
"hemoglobin, n (%)",2.944545219,,44 (0.3)
"hemoglobin, n (%)",3.032248343,,28 (0.2)
"hemoglobin, n (%)",3.119951466,,20 (0.1)
"hemoglobin, n (%)",3.20765459,,12 (0.1)
"hemoglobin, n (%)",3.295357713,,14 (0.1)
"hemoglobin, n (%)",3.383060837,,8 (0.1)
"hemoglobin, n (%)",3.47076396,,7 (0.0)
"hemoglobin, n (%)",3.558467084,,8 (0.1)
"hemoglobin, n (%)",3.646170207,,6 (0.0)
"hemoglobin, n (%)",3.733873331,,6 (0.0)
"hemoglobin, n (%)",3.821576454,,3 (0.0)
"hemoglobin, n (%)",3.909279578,,4 (0.0)
"hemoglobin, n (%)",3.996982701,,4 (0.0)
"hemoglobin, n (%)",4.084685825,,4 (0.0)
"hemoglobin, n (%)",4.172388948,,4 (0.0)
"hemoglobin, n (%)",4.260092072,,4 (0.0)
"hemoglobin, n (%)",4.262898572,,8 (0.1)
"potassium, n (%)",-0.090570956,,675 (4.4)
"potassium, n (%)",-0.447397369,,642 (4.1)
"potassium, n (%)",-0.804223782,,564 (3.6)
"potassium, n (%)",-1.161050195,,416 (2.7)
"potassium, n (%)",-1.517876609,,289 (1.9)
"potassium, n (%)",-1.874703022,,234 (1.5)
"potassium, n (%)",-2.231529435,,190 (1.2)
"potassium, n (%)",-2.588355848,,140 (0.9)
"potassium, n (%)",-2.945182261,,88 (0.6)
"potassium, n (%)",-3.17e-15,,9011 (58.2)
"potassium, n (%)",-3.302008674,,54 (0.3)
"potassium, n (%)",-3.658835088,,54 (0.3)
"potassium, n (%)",-4.015661501,,30 (0.2)
"potassium, n (%)",-4.372487914,,12 (0.1)
"potassium, n (%)",-4.729314327,,10 (0.1)
"potassium, n (%)",-5.08614074,,16 (0.1)
"potassium, n (%)",0.266255457,,596 (3.8)
"potassium, n (%)",0.623081871,,596 (3.8)
"potassium, n (%)",0.979908284,,492 (3.2)
"potassium, n (%)",1.336734697,,393 (2.5)
"potassium, n (%)",1.69356111,,289 (1.9)
"potassium, n (%)",2.050387523,,236 (1.5)
"potassium, n (%)",2.407213937,,170 (1.1)
"potassium, n (%)",2.76404035,,102 (0.7)
"potassium, n (%)",3.120866763,,59 (0.4)
"potassium, n (%)",3.477693176,,54 (0.3)
"potassium, n (%)",3.834519589,,25 (0.2)
"potassium, n (%)",4.191346002,,22 (0.1)
"potassium, n (%)",4.548172416,,8 (0.1)
"potassium, n (%)",4.904998829,,7 (0.0)
"potassium, n (%)",5.261825242,,10 (0.1)
"num_prior_ED_visits_within_5_years, n (%)",0,,8183 (52.8)
"num_prior_ED_visits_within_5_years, n (%)",1,,2912 (18.8)
"num_prior_ED_visits_within_5_years, n (%)",10,,47 (0.3)
"num_prior_ED_visits_within_5_years, n (%)",11,,47 (0.3)
"num_prior_ED_visits_within_5_years, n (%)",12,,45 (0.3)
"num_prior_ED_visits_within_5_years, n (%)",13,,13 (0.1)
"num_prior_ED_visits_within_5_years, n (%)",14,,14 (0.1)
"num_prior_ED_visits_within_5_years, n (%)",15,,19 (0.1)
"num_prior_ED_visits_within_5_years, n (%)",16,,4 (0.0)
"num_prior_ED_visits_within_5_years, n (%)",17,,4 (0.0)
"num_prior_ED_visits_within_5_years, n (%)",18,,19 (0.1)
"num_prior_ED_visits_within_5_years, n (%)",19,,14 (0.1)
"num_prior_ED_visits_within_5_years, n (%)",2,,1602 (10.3)
"num_prior_ED_visits_within_5_years, n (%)",20,,14 (0.1)
"num_prior_ED_visits_within_5_years, n (%)",21,,3 (0.0)
"num_prior_ED_visits_within_5_years, n (%)",22,,8 (0.1)
"num_prior_ED_visits_within_5_years, n (%)",23,,24 (0.2)
"num_prior_ED_visits_within_5_years, n (%)",24,,6 (0.0)
"num_prior_ED_visits_within_5_years, n (%)",25,,9 (0.1)
"num_prior_ED_visits_within_5_years, n (%)",26,,2 (0.0)
"num_prior_ED_visits_within_5_years, n (%)",27,,4 (0.0)
"num_prior_ED_visits_within_5_years, n (%)",28,,4 (0.0)
"num_prior_ED_visits_within_5_years, n (%)",3,,813 (5.3)
"num_prior_ED_visits_within_5_years, n (%)",30,,1 (0.0)
"num_prior_ED_visits_within_5_years, n (%)",38,,3 (0.0)
"num_prior_ED_visits_within_5_years, n (%)",4,,646 (4.2)
"num_prior_ED_visits_within_5_years, n (%)",5,,387 (2.5)
"num_prior_ED_visits_within_5_years, n (%)",6,,252 (1.6)
"num_prior_ED_visits_within_5_years, n (%)",7,,196 (1.3)
"num_prior_ED_visits_within_5_years, n (%)",8,,120 (0.8)
"num_prior_ED_visits_within_5_years, n (%)",9,,69 (0.4)
"bicarbonate, n (%)",-0.352991797,,554 (3.6)
"bicarbonate, n (%)",-1.203203342,,466 (3.0)
"bicarbonate, n (%)",-2.053414887,,306 (2.0)
"bicarbonate, n (%)",-2.903626432,,183 (1.2)
"bicarbonate, n (%)",-3.02e-15,,12006 (77.5)
"bicarbonate, n (%)",-3.753837977,,125 (0.8)
"bicarbonate, n (%)",-4.604049522,,66 (0.4)
"bicarbonate, n (%)",-5.454261067,,16 (0.1)
"bicarbonate, n (%)",-6.304472612,,7 (0.0)
"bicarbonate, n (%)",-7.154684157,,4 (0.0)
"bicarbonate, n (%)",-8.004895702,,6 (0.0)
"bicarbonate, n (%)",0.497219748,,594 (3.8)
"bicarbonate, n (%)",1.347431293,,496 (3.2)
"bicarbonate, n (%)",2.197642838,,327 (2.1)
"bicarbonate, n (%)",3.047854383,,179 (1.2)
"bicarbonate, n (%)",3.898065928,,84 (0.5)
"bicarbonate, n (%)",4.748277473,,41 (0.3)
"bicarbonate, n (%)",5.598489018,,14 (0.1)
"bicarbonate, n (%)",6.448700563,,5 (0.0)
"bicarbonate, n (%)",7.298912108,,5 (0.0)
"esas_tiredness, n (%)",-0.177344265,,1930 (12.5)
"esas_tiredness, n (%)",-0.571714308,,1602 (10.3)
"esas_tiredness, n (%)",-0.96608435,,5421 (35.0)
"esas_tiredness, n (%)",0.217025777,,1870 (12.1)
"esas_tiredness, n (%)",0.611395819,,1201 (7.8)
"esas_tiredness, n (%)",1.005765862,,1258 (8.1)
"esas_tiredness, n (%)",1.400135904,,785 (5.1)
"esas_tiredness, n (%)",1.794505947,,650 (4.2)
"esas_tiredness, n (%)",2.188875989,,492 (3.2)
"esas_tiredness, n (%)",2.583246032,,181 (1.2)
"esas_tiredness, n (%)",2.977616074,,94 (0.6)
"creatinine, n (%)",-0.051951903,,194 (1.3)
"creatinine, n (%)",-0.135347551,,180 (1.2)
"creatinine, n (%)",-0.218743199,,191 (1.2)
"creatinine, n (%)",-0.302138846,,200 (1.3)
"creatinine, n (%)",-0.385534494,,221 (1.4)
"creatinine, n (%)",-0.468930141,,215 (1.4)
"creatinine, n (%)",-0.552325789,,234 (1.5)
"creatinine, n (%)",-0.635721437,,226 (1.5)
"creatinine, n (%)",-0.719117084,,226 (1.5)
"creatinine, n (%)",-0.802512732,,239 (1.5)
"creatinine, n (%)",-0.88590838,,247 (1.6)
"creatinine, n (%)",-0.969304027,,203 (1.3)
"creatinine, n (%)",-1.052699675,,204 (1.3)
"creatinine, n (%)",-1.136095322,,177 (1.1)
"creatinine, n (%)",-1.21949097,,188 (1.2)
"creatinine, n (%)",-1.302886618,,171 (1.1)
"creatinine, n (%)",-1.386282265,,150 (1.0)
"creatinine, n (%)",-1.469677913,,129 (0.8)
"creatinine, n (%)",-1.553073561,,118 (0.8)
"creatinine, n (%)",-1.636469208,,102 (0.7)
"creatinine, n (%)",-1.719864856,,80 (0.5)
"creatinine, n (%)",-1.803260503,,77 (0.5)
"creatinine, n (%)",-1.886656151,,46 (0.3)
"creatinine, n (%)",-1.970051799,,44 (0.3)
"creatinine, n (%)",-2.053447446,,27 (0.2)
"creatinine, n (%)",-2.136843094,,29 (0.2)
"creatinine, n (%)",-2.220238742,,10 (0.1)
"creatinine, n (%)",-2.303634389,,10 (0.1)
"creatinine, n (%)",-2.387030037,,9 (0.1)
"creatinine, n (%)",-2.470425684,,7 (0.0)
"creatinine, n (%)",-2.553821332,,10 (0.1)
"creatinine, n (%)",-2.63721698,,9 (0.1)
"creatinine, n (%)",0.031443744,,148 (1.0)
"creatinine, n (%)",0.114839392,,144 (0.9)
"creatinine, n (%)",0.19823504,,115 (0.7)
"creatinine, n (%)",0.281630687,,93 (0.6)
"creatinine, n (%)",0.365026335,,93 (0.6)
"creatinine, n (%)",0.448421982,,93 (0.6)
"creatinine, n (%)",0.53181763,,73 (0.5)
"creatinine, n (%)",0.615213278,,72 (0.5)
"creatinine, n (%)",0.698608925,,68 (0.4)
"creatinine, n (%)",0.782004573,,72 (0.5)
"creatinine, n (%)",0.865400221,,72 (0.5)
"creatinine, n (%)",0.948795868,,67 (0.4)
"creatinine, n (%)",1.032191516,,59 (0.4)
"creatinine, n (%)",1.115587163,,66 (0.4)
"creatinine, n (%)",1.198982811,,76 (0.5)
"creatinine, n (%)",1.19e-15,,8901 (57.5)
"creatinine, n (%)",1.282378459,,60 (0.4)
"creatinine, n (%)",1.365774106,,47 (0.3)
"creatinine, n (%)",1.449169754,,67 (0.4)
"creatinine, n (%)",1.532565401,,44 (0.3)
"creatinine, n (%)",1.615961049,,53 (0.3)
"creatinine, n (%)",1.699356697,,41 (0.3)
"creatinine, n (%)",1.782752344,,49 (0.3)
"creatinine, n (%)",1.866147992,,35 (0.2)
"creatinine, n (%)",1.94954364,,37 (0.2)
"creatinine, n (%)",2.032939287,,43 (0.3)
"creatinine, n (%)",2.116334935,,29 (0.2)
"creatinine, n (%)",2.199730582,,31 (0.2)
"creatinine, n (%)",2.28312623,,31 (0.2)
"creatinine, n (%)",2.366521878,,27 (0.2)
"creatinine, n (%)",2.449917525,,29 (0.2)
"creatinine, n (%)",2.533313173,,29 (0.2)
"creatinine, n (%)",2.616708821,,18 (0.1)
"creatinine, n (%)",2.700104468,,17 (0.1)
"creatinine, n (%)",2.783500116,,25 (0.2)
"creatinine, n (%)",2.866895763,,27 (0.2)
"creatinine, n (%)",2.950291411,,23 (0.1)
"creatinine, n (%)",3.033687059,,11 (0.1)
"creatinine, n (%)",3.117082706,,19 (0.1)
"creatinine, n (%)",3.200478354,,13 (0.1)
"creatinine, n (%)",3.283874002,,21 (0.1)
"creatinine, n (%)",3.367269649,,16 (0.1)
"creatinine, n (%)",3.450665297,,10 (0.1)
"creatinine, n (%)",3.534060944,,12 (0.1)
"creatinine, n (%)",3.617456592,,25 (0.2)
"creatinine, n (%)",3.70085224,,13 (0.1)
"creatinine, n (%)",3.784247887,,6 (0.0)
"creatinine, n (%)",3.867643535,,6 (0.0)
"creatinine, n (%)",3.951039183,,15 (0.1)
"creatinine, n (%)",4.03443483,,9 (0.1)
"creatinine, n (%)",4.117830478,,10 (0.1)
"creatinine, n (%)",4.201226125,,6 (0.0)
"creatinine, n (%)",4.284621773,,9 (0.1)
"creatinine, n (%)",4.368017421,,5 (0.0)
"creatinine, n (%)",4.451413068,,8 (0.1)
"creatinine, n (%)",4.534808716,,3 (0.0)
"creatinine, n (%)",4.618204364,,8 (0.1)
"creatinine, n (%)",4.701600011,,6 (0.0)
"creatinine, n (%)",4.784995659,,6 (0.0)
"creatinine, n (%)",4.868391306,,6 (0.0)
"creatinine, n (%)",4.951786954,,5 (0.0)
"creatinine, n (%)",5.035182602,,3 (0.0)
"creatinine, n (%)",5.118578249,,5 (0.0)
"creatinine, n (%)",5.201973897,,2 (0.0)
"creatinine, n (%)",5.285369544,,7 (0.0)
"creatinine, n (%)",5.368765192,,4 (0.0)
"creatinine, n (%)",5.45216084,,2 (0.0)
"creatinine, n (%)",5.535556487,,4 (0.0)
"creatinine, n (%)",5.618952135,,1 (0.0)
"creatinine, n (%)",5.702347783,,5 (0.0)
"creatinine, n (%)",5.78574343,,1 (0.0)
"creatinine, n (%)",5.869139078,,1 (0.0)
"creatinine, n (%)",5.952534725,,3 (0.0)
"creatinine, n (%)",6.035930373,,5 (0.0)
"creatinine, n (%)",6.119326021,,2 (0.0)
"creatinine, n (%)",6.202721668,,4 (0.0)
"creatinine, n (%)",6.369512964,,4 (0.0)
"creatinine, n (%)",6.452908611,,5 (0.0)
"creatinine, n (%)",6.536304259,,1 (0.0)
"creatinine, n (%)",6.619699906,,1 (0.0)
"creatinine, n (%)",6.786491202,,3 (0.0)
"creatinine, n (%)",6.953282497,,1 (0.0)
"creatinine, n (%)",7.036678145,,2 (0.0)
"creatinine, n (%)",7.120073792,,3 (0.0)
"creatinine, n (%)",7.20346944,,1 (0.0)
"creatinine, n (%)",7.286865087,,2 (0.0)
"creatinine, n (%)",7.370260735,,1 (0.0)
"creatinine, n (%)",7.53705203,,1 (0.0)
"creatinine, n (%)",7.787238973,,2 (0.0)
"creatinine, n (%)",7.954030268,,1 (0.0)
"creatinine, n (%)",8.204217211,,2 (0.0)
"creatinine, n (%)",8.371008507,,1 (0.0)
"creatinine, n (%)",8.454404154,,1 (0.0)
"creatinine, n (%)",8.621195449,,1 (0.0)
"creatinine, n (%)",8.65605483,,7 (0.0)
"mean_platelet_volume, n (%)",-0.065916916,,316 (2.0)
"mean_platelet_volume, n (%)",-0.215202468,,310 (2.0)
"mean_platelet_volume, n (%)",-0.36448802,,319 (2.1)
"mean_platelet_volume, n (%)",-0.513773572,,355 (2.3)
"mean_platelet_volume, n (%)",-0.663059125,,335 (2.2)
"mean_platelet_volume, n (%)",-0.812344677,,343 (2.2)
"mean_platelet_volume, n (%)",-0.961630229,,337 (2.2)
"mean_platelet_volume, n (%)",-1.110915781,,258 (1.7)
"mean_platelet_volume, n (%)",-1.260201334,,255 (1.6)
"mean_platelet_volume, n (%)",-1.409486886,,267 (1.7)
"mean_platelet_volume, n (%)",-1.558772438,,222 (1.4)
"mean_platelet_volume, n (%)",-1.70805799,,160 (1.0)
"mean_platelet_volume, n (%)",-1.857343542,,145 (0.9)
"mean_platelet_volume, n (%)",-2.006629095,,131 (0.8)
"mean_platelet_volume, n (%)",-2.155914647,,115 (0.7)
"mean_platelet_volume, n (%)",-2.305200199,,82 (0.5)
"mean_platelet_volume, n (%)",-2.454485751,,74 (0.5)
"mean_platelet_volume, n (%)",-2.603771304,,55 (0.4)
"mean_platelet_volume, n (%)",-2.65e-15,,7516 (48.5)
"mean_platelet_volume, n (%)",-2.753056856,,37 (0.2)
"mean_platelet_volume, n (%)",-2.902342408,,24 (0.2)
"mean_platelet_volume, n (%)",-3.05162796,,16 (0.1)
"mean_platelet_volume, n (%)",-3.200913513,,11 (0.1)
"mean_platelet_volume, n (%)",-3.350199065,,4 (0.0)
"mean_platelet_volume, n (%)",-3.499484617,,13 (0.1)
"mean_platelet_volume, n (%)",0.083368637,,350 (2.3)
"mean_platelet_volume, n (%)",0.232654189,,349 (2.3)
"mean_platelet_volume, n (%)",0.381939741,,317 (2.0)
"mean_platelet_volume, n (%)",0.531225293,,310 (2.0)
"mean_platelet_volume, n (%)",0.680510845,,295 (1.9)
"mean_platelet_volume, n (%)",0.829796398,,257 (1.7)
"mean_platelet_volume, n (%)",0.97908195,,208 (1.3)
"mean_platelet_volume, n (%)",1.128367502,,230 (1.5)
"mean_platelet_volume, n (%)",1.277653054,,184 (1.2)
"mean_platelet_volume, n (%)",1.426938607,,154 (1.0)
"mean_platelet_volume, n (%)",1.576224159,,135 (0.9)
"mean_platelet_volume, n (%)",1.725509711,,146 (0.9)
"mean_platelet_volume, n (%)",1.874795263,,132 (0.9)
"mean_platelet_volume, n (%)",2.024080816,,111 (0.7)
"mean_platelet_volume, n (%)",2.173366368,,85 (0.5)
"mean_platelet_volume, n (%)",2.32265192,,87 (0.6)
"mean_platelet_volume, n (%)",2.471937472,,59 (0.4)
"mean_platelet_volume, n (%)",2.621223025,,51 (0.3)
"mean_platelet_volume, n (%)",2.770508577,,49 (0.3)
"mean_platelet_volume, n (%)",2.919794129,,51 (0.3)
"mean_platelet_volume, n (%)",3.069079681,,41 (0.3)
"mean_platelet_volume, n (%)",3.218365233,,29 (0.2)
"mean_platelet_volume, n (%)",3.367650786,,39 (0.3)
"mean_platelet_volume, n (%)",3.516936338,,27 (0.2)
"mean_platelet_volume, n (%)",3.66622189,,21 (0.1)
"mean_platelet_volume, n (%)",3.815507442,,19 (0.1)
"mean_platelet_volume, n (%)",3.964792995,,7 (0.0)
"mean_platelet_volume, n (%)",4.114078547,,9 (0.1)
"mean_platelet_volume, n (%)",4.263364099,,6 (0.0)
"mean_platelet_volume, n (%)",4.412649651,,12 (0.1)
"mean_platelet_volume, n (%)",4.561935204,,2 (0.0)
"mean_platelet_volume, n (%)",4.711220756,,1 (0.0)
"mean_platelet_volume, n (%)",4.860506308,,1 (0.0)
"mean_platelet_volume, n (%)",5.00979186,,2 (0.0)
"mean_platelet_volume, n (%)",5.014718284,,8 (0.1)
